ID,Total_Screentime,Average_Total_Screentime
1001204,12.0,19.36
1001205,28.0,19.36
1001206,18.0,19.36
1001207,38.0,19.36
1001208,28.0,19.36
1001209,11.0,19.36
1001210,21.0,19.36
1001211,5.0,19.36
1001212,14.0,19.36
1001213,38.0,19.36
1001214,41.0,19.36
1001215,15.5,19.36
1001216,8.0,19.36
1001217,8.0,19.36
1001218,4.0,19.36
1001219,5.5,19.36
1001220,15.0,19.36
1001221,13.0,19.36
1001222,12.0,19.36
1001223,13.5,19.36
1001224,7.0,19.36
1001225,22.5,19.36
1001226,20.0,19.36
1001227,35.0,19.36
1001228,15.0,19.36
1001229,16.0,19.36
1001230,20.5,19.36
1001232,13.5,19.36
1001233,29.0,19.36
1001234,21.0,19.36
1001235,17.0,19.36
1001236,22.5,19.36
1001237,14.5,19.36
1001238,24.0,19.36
1001239,14.5,19.36
1001240,5.0,19.36
1001241,23.0,19.36
1001242,29.5,19.36
1001243,23.0,19.36
1001244,25.5,19.36
1001245,18.0,19.36
1001246,24.0,19.36
1001247,21.0,19.36
1001248,18.0,19.36
1001249,16.0,19.36
1001250,21.5,19.36
1001251,18.0,19.36
1001252,15.5,19.36
1001253,42.0,19.36
1001254,18.0,19.36
1001255,8.0,19.36
1001256,41.0,19.36
1001257,21.0,19.36
1001258,13.5,19.36
1001259,14.5,19.36
1001260,17.5,19.36
1001261,26.5,19.36
1001262,20.5,19.36
1001263,15.5,19.36
1001264,18.5,19.36
1001265,8.0,19.36
1001266,24.0,19.36
1001267,25.0,19.36
1001268,42.0,19.36
1001269,16.5,19.36
1001270,14.5,19.36
1001271,30.0,19.36
1001272,38.0,19.36
1001273,28.0,19.36
1001274,19.0,19.36
1001275,14.0,19.36
1001277,36.0,19.36
1001278,17.0,19.36
1001279,12.0,19.36
1001280,23.0,19.36
1001281,27.0,19.36
1001282,17.0,19.36
1001283,10.5,19.36
1001284,30.0,19.36
1001285,16.0,19.36
1001286,45.0,19.36
1001287,16.0,19.36
1001288,29.5,19.36
1001289,15.5,19.36
1001290,10.0,19.36
1001291,25.0,19.36
1001292,19.5,19.36
1001293,21.5,19.36
1001294,33.0,19.36
1001295,18.0,19.36
1001296,20.0,19.36
1001297,21.5,19.36
1001298,15.0,19.36
1001299,34.0,19.36
1001300,15.0,19.36
1001301,17.0,19.36
1001302,15.0,19.36
1001303,28.5,19.36
1001304,20.0,19.36
1001305,16.0,19.36
1001306,18.5,19.36
1001307,9.5,19.36
1001308,11.5,19.36
1001309,30.0,19.36
1001310,10.5,19.36
1001311,33.0,19.36
1001313,9.5,19.36
1001314,12.5,19.36
1001315,16.0,19.36
1001316,15.5,19.36
1001317,13.0,19.36
1001318,12.5,19.36
1001319,21.5,19.36
1001320,14.5,19.36
1001321,30.0,19.36
1001322,18.5,19.36
1001323,17.0,19.36
1001324,17.0,19.36
1001325,20.0,19.36
1001326,14.0,19.36
1001327,13.0,19.36
1001328,10.0,19.36
1001329,30.0,19.36
1001330,21.0,19.36
1001331,10.0,19.36
1001332,18.0,19.36
1001333,13.0,19.36
1001334,23.0,19.36
1001335,17.0,19.36
1001336,11.0,19.36
1001337,34.0,19.36
1001338,17.0,19.36
1001339,18.0,19.36
1001340,24.0,19.36
1001341,27.0,19.36
1001342,31.0,19.36
1001343,28.5,19.36
1001344,26.0,19.36
1001345,18.5,19.36
1001346,29.0,19.36
1001347,18.0,19.36
1001348,15.0,19.36
1001349,18.5,19.36
1001350,17.0,19.36
1001351,9.5,19.36
1001352,29.0,19.36
1001353,13.5,19.36
1001354,33.0,19.36
1001355,13.0,19.36
1001356,36.0,19.36
1001357,4.5,19.36
1001358,16.0,19.36
1001359,24.0,19.36
1001360,32.0,19.36
1001361,12.5,19.36
1001362,23.0,19.36
1001363,24.0,19.36
1001364,29.5,19.36
1001365,18.0,19.36
1001366,36.5,19.36
1001367,14.0,19.36
1001368,10.0,19.36
1001369,25.0,19.36
1001370,14.5,19.36
1001371,19.0,19.36
1001372,27.5,19.36
1001373,38.0,19.36
1001374,32.0,19.36
1001375,39.0,19.36
1001376,38.0,19.36
1001377,24.0,19.36
1001378,16.5,19.36
1001379,15.5,19.36
1001380,15.0,19.36
1001381,9.5,19.36
1001382,18.0,19.36
1001383,20.5,19.36
1001384,8.0,19.36
1001385,13.0,19.36
1001386,29.0,19.36
1001387,29.0,19.36
1001388,35.0,19.36
1001389,15.0,19.36
1001390,30.5,19.36
1001391,30.0,19.36
1001392,4.0,19.36
1001393,8.5,19.36
1001394,16.5,19.36
1001395,32.0,19.36
1001396,16.0,19.36
1001397,17.5,19.36
1001398,22.0,19.36
1001399,16.0,19.36
1001400,7.5,19.36
1001401,15.0,19.36
1001402,20.5,19.36
1001403,6.5,19.36
1001404,9.5,19.36
1001405,6.5,19.36
1001406,15.5,19.36
1001407,15.0,19.36
1001408,12.5,19.36
1001409,33.5,19.36
1001410,9.5,19.36
1001411,37.0,19.36
1001412,11.0,19.36
1001413,32.5,19.36
1001414,5.5,19.36
1001415,6.5,19.36
1001416,27.5,19.36
1001417,16.0,19.36
1001418,12.0,19.36
1001419,13.0,19.36
1001420,21.5,19.36
1001421,19.5,19.36
1001422,25.0,19.36
1001423,10.5,19.36
1001424,12.5,19.36
1001425,8.0,19.36
1001426,25.0,19.36
1001427,10.5,19.36
1001428,20.5,19.36
1001429,16.0,19.36
1001430,11.5,19.36
1001431,19.0,19.36
1001432,31.0,19.36
1001433,18.0,19.36
1001434,9.5,19.36
1001435,29.5,19.36
1001436,30.5,19.36
1001437,37.0,19.36
1001438,9.5,19.36
1001439,12.5,19.36
1001440,4.5,19.36
1001441,8.0,19.36
1001442,20.0,19.36
1001443,21.0,19.36
1001444,15.5,19.36
1001445,43.0,19.36
1001446,8.0,19.36
1001448,21.0,19.36
1001449,36.0,19.36
1001450,14.0,19.36
1001452,31.5,19.36
1001453,14.5,19.36
1001454,30.0,19.36
1001455,23.0,19.36
1001456,10.5,19.36
1001457,12.0,19.36
1001458,14.0,19.36
1001459,24.0,19.36
1001460,17.0,19.36
1001461,11.5,19.36
1001462,30.0,19.36
1001463,12.5,19.36
1001464,42.0,19.36
1001465,11.0,19.36
1001466,10.5,19.36
1001467,13.5,19.36
1001468,9.5,19.36
1001469,25.0,19.36
1001470,29.5,19.36
1001471,6.5,19.36
1001472,8.5,19.36
1001473,13.0,19.36
1001474,17.5,19.36
1001475,10.0,19.36
1001476,6.0,19.36
1001477,12.5,19.36
1001478,22.0,19.36
1001479,12.0,19.36
1001480,24.0,19.36
1001481,14.0,19.36
1001482,27.0,19.36
1001484,13.0,19.36
1001485,17.0,19.36
1001486,26.0,19.36
1001487,10.5,19.36
1001488,24.5,19.36
1001489,12.0,19.36
1001490,6.5,19.36
1001491,7.0,19.36
1001492,14.5,19.36
1001493,15.0,19.36
1001494,17.0,19.36
1001495,29.0,19.36
1001496,18.5,19.36
1001497,7.0,19.36
1001498,24.0,19.36
1001499,20.0,19.36
1001500,23.5,19.36
1001502,24.0,19.36
1001503,8.5,19.36
1001504,8.0,19.36
1001505,14.0,19.36
1001506,18.5,19.36
1001507,18.0,19.36
1001508,8.0,19.36
1001509,6.5,19.36
1001510,21.5,19.36
1001511,8.5,19.36
1001512,17.0,19.36
1001513,23.0,19.36
1001514,24.0,19.36
1001515,24.0,19.36
1001516,22.0,19.36
1001517,22.0,19.36
1001518,20.0,19.36
1001519,19.0,19.36
1001520,11.0,19.36
1001521,8.5,19.36
1001522,17.5,19.36
1001523,27.0,19.36
1001524,17.5,19.36
1001525,34.0,19.36
1001526,26.5,19.36
1001527,15.0,19.36
1001528,27.0,19.36
1001530,17.0,19.36
1001531,26.0,19.36
1001533,18.5,19.36
1001534,11.5,19.36
1001535,13.5,19.36
1001536,10.5,19.36
1001537,22.0,19.36
1001538,10.0,19.36
1001539,21.0,19.36
1001540,17.5,19.36
1001541,16.0,19.36
1001542,16.5,19.36
1001543,18.0,19.36
1001544,24.0,19.36
1001545,15.0,19.36
1001546,11.0,19.36
1001547,21.0,19.36
1001548,21.0,19.36
1001549,25.0,19.36
1001550,21.0,19.36
1001551,19.0,19.36
1001552,4.5,19.36
1001553,9.0,19.36
1001554,9.5,19.36
1001555,37.0,19.36
1001556,13.5,19.36
1001557,13.5,19.36
1001558,28.5,19.36
1001559,8.0,19.36
1001560,13.5,19.36
1001561,15.5,19.36
1001562,11.5,19.36
1001563,19.0,19.36
1001564,15.0,19.36
1001565,23.0,19.36
1001566,17.0,19.36
1001567,25.0,19.36
1001568,8.0,19.36
1001569,15.0,19.36
1001570,13.5,19.36
1001571,18.0,19.36
1001572,15.0,19.36
1001573,25.0,19.36
1001574,15.0,19.36
1001575,15.5,19.36
1001576,18.0,19.36
1001577,13.5,19.36
1001578,13.5,19.36
1001579,14.0,19.36
1001580,19.0,19.36
1001581,12.0,19.36
1001582,14.5,19.36
1001583,27.0,19.36
1001584,7.0,19.36
1001586,19.0,19.36
1001587,9.0,19.36
1001588,13.0,19.36
1001589,18.5,19.36
1001590,7.5,19.36
1001591,47.0,19.36
1001592,25.0,19.36
1001593,17.5,19.36
1001594,18.0,19.36
1001595,29.0,19.36
1001596,25.0,19.36
1001597,36.0,19.36
1001598,21.0,19.36
1001599,35.0,19.36
1001600,21.0,19.36
1001601,25.0,19.36
1001602,15.0,19.36
1001603,10.0,19.36
1001604,20.0,19.36
1001605,24.5,19.36
1001606,10.0,19.36
1001607,29.0,19.36
1001608,25.5,19.36
1001609,17.5,19.36
1001610,16.0,19.36
1001611,21.0,19.36
1001612,19.5,19.36
1001613,12.0,19.36
1001614,34.0,19.36
1001615,15.0,19.36
1001616,16.5,19.36
1001617,15.0,19.36
1001618,16.0,19.36
1001619,25.0,19.36
1001620,28.5,19.36
1001621,10.0,19.36
1001622,23.5,19.36
1001623,33.0,19.36
1001624,36.0,19.36
1001625,29.0,19.36
1001626,15.5,19.36
1001627,31.5,19.36
1001628,14.0,19.36
1001629,29.0,19.36
1001630,19.0,19.36
1001631,5.5,19.36
1001632,7.5,19.36
1001633,15.5,19.36
1001634,16.5,19.36
1001635,27.0,19.36
1001636,17.5,19.36
1001637,15.0,19.36
1001638,21.0,19.36
1001639,22.0,19.36
1001640,37.0,19.36
1001641,9.5,19.36
1001642,3.0,19.36
1001643,25.0,19.36
1001644,15.0,19.36
1001647,18.0,19.36
1001648,7.5,19.36
1001649,16.0,19.36
1001650,22.0,19.36
1001651,31.0,19.36
1001652,10.5,19.36
1001653,33.0,19.36
1001654,15.5,19.36
1001655,18.5,19.36
1001656,18.0,19.36
1001657,23.0,19.36
1001658,14.0,19.36
1001659,21.0,19.36
1001660,20.0,19.36
1001661,37.0,19.36
1001662,13.0,19.36
1001663,28.0,19.36
1001664,18.0,19.36
1001665,27.0,19.36
1001666,17.0,19.36
1001667,37.0,19.36
1001668,15.0,19.36
1001670,19.0,19.36
1001671,22.5,19.36
1001673,17.0,19.36
1001674,21.0,19.36
1001675,8.5,19.36
1001676,27.5,19.36
1001677,25.0,19.36
1001678,17.0,19.36
1001681,13.5,19.36
1001682,14.0,19.36
1001683,14.0,19.36
1001684,12.5,19.36
1001685,25.5,19.36
1001686,13.0,19.36
1001687,34.0,19.36
1001688,12.0,19.36
1001689,16.0,19.36
1001690,23.0,19.36
1001691,41.0,19.36
1001692,18.0,19.36
1001693,25.0,19.36
1001694,7.5,19.36
1001695,21.0,19.36
1001696,17.5,19.36
1001697,19.5,19.36
1001698,17.0,19.36
1001699,29.0,19.36
1001700,18.0,19.36
1001701,31.0,19.36
1001702,20.5,19.36
1001703,16.0,19.36
1001704,8.5,19.36
1001705,15.0,19.36
1001707,34.5,19.36
1001708,5.0,19.36
1001709,34.0,19.36
1001710,15.0,19.36
1001711,13.0,19.36
1001712,27.5,19.36
1001713,26.5,19.36
1001714,22.0,19.36
1001715,22.5,19.36
1001716,30.5,19.36
1001717,6.5,19.36
1001718,17.5,19.36
1001719,33.0,19.36
1001720,14.0,19.36
1001721,15.5,19.36
1001722,10.5,19.36
1001723,19.0,19.36
1001724,23.5,19.36
1001725,28.0,19.36
1001726,22.5,19.36
1001727,35.0,19.36
1001728,19.0,19.36
1001729,17.0,19.36
1001730,25.5,19.36
1001731,18.0,19.36
1001732,35.5,19.36
1001733,16.5,19.36
1001734,27.5,19.36
1001735,14.5,19.36
1001736,18.5,19.36
1001737,17.0,19.36
1001738,22.0,19.36
1001739,15.0,19.36
1001740,19.0,19.36
1001741,6.5,19.36
1001742,29.5,19.36
1001743,17.0,19.36
1001744,41.0,19.36
1001745,18.5,19.36
1001746,38.0,19.36
1001748,5.5,19.36
1001749,15.0,19.36
1001750,8.5,19.36
1001751,8.0,19.36
1001752,15.0,19.36
1001753,20.0,19.36
1001754,18.5,19.36
1001755,17.0,19.36
1001756,2.5,19.36
1001757,21.5,19.36
1001758,45.0,19.36
1001759,9.0,19.36
1001760,18.5,19.36
1001761,12.5,19.36
1001762,10.0,19.36
1001763,26.5,19.36
1001765,16.5,19.36
1001766,25.0,19.36
1001767,12.0,19.36
1001768,14.5,19.36
1001769,30.0,19.36
1001770,11.0,19.36
1001771,29.0,19.36
1001773,13.0,19.36
1001774,23.5,19.36
1001777,34.0,19.36
1001778,14.0,19.36
1001779,23.0,19.36
1001780,17.0,19.36
1001781,20.0,19.36
1001782,30.0,19.36
1001783,4.5,19.36
1001784,18.0,19.36
1001785,14.0,19.36
1001786,8.0,19.36
1001787,26.5,19.36
1001788,29.0,19.36
1001789,15.5,19.36
1001790,2.5,19.36
1001791,42.5,19.36
1001792,21.0,19.36
1001794,20.0,19.36
1001795,9.0,19.36
1001796,10.0,19.36
1001797,12.0,19.36
1001798,30.0,19.36
1001799,11.0,19.36
1001800,25.5,19.36
1001801,17.0,19.36
1001802,16.0,19.36
1001803,29.5,19.36
1001804,13.0,19.36
1001805,4.0,19.36
1001806,24.0,19.36
1001807,33.0,19.36
1001808,33.0,19.36
1001809,37.0,19.36
1001810,26.0,19.36
1001811,16.0,19.36
1001812,25.0,19.36
1001813,18.5,19.36
1001814,10.0,19.36
1001815,28.0,19.36
1001816,18.0,19.36
1001817,14.5,19.36
1001818,7.0,19.36
1001819,25.5,19.36
1001820,20.5,19.36
1001821,19.5,19.36
1001822,16.0,19.36
1001823,13.0,19.36
1001824,6.5,19.36
1001825,14.5,19.36
1001826,32.5,19.36
1001827,17.0,19.36
1001828,27.5,19.36
1001829,29.0,19.36
1001830,13.5,19.36
1001831,29.5,19.36
1001832,11.0,19.36
1001833,9.0,19.36
1001835,16.0,19.36
1001836,19.0,19.36
1001837,19.5,19.36
1001838,12.0,19.36
1001839,19.0,19.36
1001841,21.5,19.36
1001842,12.0,19.36
1001843,20.0,19.36
1001844,11.5,19.36
1001845,25.0,19.36
1001846,15.0,19.36
1001847,15.0,19.36
1001848,20.0,19.36
1001849,28.5,19.36
1001850,9.0,19.36
1001851,28.0,19.36
1001852,14.5,19.36
1001853,21.0,19.36
1001854,15.0,19.36
1001855,22.0,19.36
1001856,17.0,19.36
1001857,14.5,19.36
1001858,26.5,19.36
1001859,22.0,19.36
1001860,28.0,19.36
1001861,17.0,19.36
1001862,9.0,19.36
1001863,22.0,19.36
1001864,16.0,19.36
1001865,23.0,19.36
1001866,12.0,19.36
1001867,39.0,19.36
1001868,22.0,19.36
1001869,21.0,19.36
1001870,17.5,19.36
1001871,35.0,19.36
1001872,16.0,19.36
1001873,16.5,19.36
1001875,16.0,19.36
1001876,9.0,19.36
1001877,6.0,19.36
1001878,17.0,19.36
1001879,28.0,19.36
1001880,21.0,19.36
1001881,17.5,19.36
1001882,13.0,19.36
1001883,12.5,19.36
1001884,19.0,19.36
1001885,15.0,19.36
1001886,24.0,19.36
1001887,20.0,19.36
1001888,16.0,19.36
1001889,39.0,19.36
1001890,25.5,19.36
1001891,13.0,19.36
1001892,10.0,19.36
1001893,31.0,19.36
1001894,24.5,19.36
1001895,20.0,19.36
1001896,8.0,19.36
1001897,26.0,19.36
1001898,25.0,19.36
1001899,3.0,19.36
1001900,23.0,19.36
1001901,11.0,19.36
1001902,12.0,19.36
1001903,37.0,19.36
1001904,25.0,19.36
1001905,21.0,19.36
1001906,16.0,19.36
1001907,17.0,19.36
1001908,17.5,19.36
1001909,7.5,19.36
1001910,10.0,19.36
1001911,33.0,19.36
1001912,16.5,19.36
1001913,28.0,19.36
1001914,9.0,19.36
1001916,10.0,19.36
1001917,13.5,19.36
1001918,32.0,19.36
1001919,25.5,19.36
1001921,20.0,19.36
1001922,18.5,19.36
1001923,14.5,19.36
1001924,9.0,19.36
1001925,21.0,19.36
1001926,28.0,19.36
1001927,11.0,19.36
1001928,11.0,19.36
1001929,13.0,19.36
1001930,7.0,19.36
1001931,19.5,19.36
1001932,15.0,19.36
1001934,41.0,19.36
1001935,20.0,19.36
1001936,38.0,19.36
1001937,21.0,19.36
1001938,5.5,19.36
1001939,28.0,19.36
1001940,7.0,19.36
1001941,27.0,19.36
1001942,28.5,19.36
1001943,16.0,19.36
1001944,21.0,19.36
1001945,15.0,19.36
1001946,14.5,19.36
1001947,19.5,19.36
1001948,27.0,19.36
1001949,23.0,19.36
1001950,4.0,19.36
1001951,22.0,19.36
1001952,9.5,19.36
1001953,17.5,19.36
1001954,13.5,19.36
1001955,21.5,19.36
1001956,15.5,19.36
1001957,13.5,19.36
1001959,12.0,19.36
1001960,5.5,19.36
1001961,31.5,19.36
1001962,18.0,19.36
1001963,22.0,19.36
1001964,15.0,19.36
1001965,12.0,19.36
1001966,13.5,19.36
1001967,26.0,19.36
1001968,32.5,19.36
1001969,17.5,19.36
1001970,10.0,19.36
1001971,11.5,19.36
1001972,11.5,19.36
1001973,33.0,19.36
1001974,22.0,19.36
1001975,18.0,19.36
1001976,9.5,19.36
1001977,18.0,19.36
1001978,20.5,19.36
1001979,23.0,19.36
1001980,21.0,19.36
1001981,4.5,19.36
1001982,24.5,19.36
1001983,18.5,19.36
1001984,13.0,19.36
1001985,13.5,19.36
1001986,17.0,19.36
1001987,28.0,19.36
1001988,11.0,19.36
1001989,19.0,19.36
1001990,19.0,19.36
1001991,12.5,19.36
1001992,28.0,19.36
1001993,16.5,19.36
1001994,11.5,19.36
1001995,9.5,19.36
1001997,24.0,19.36
1001998,24.5,19.36
1001999,24.0,19.36
1002000,36.0,19.36
1002001,7.5,19.36
1002002,10.5,19.36
1002003,40.0,19.36
1002004,23.0,19.36
1002005,40.0,19.36
1002006,10.5,19.36
1002008,12.0,19.36
1002009,24.0,19.36
1002011,11.0,19.36
1002012,10.0,19.36
1002013,13.0,19.36
1002014,13.0,19.36
1002015,7.0,19.36
1002016,2.5,19.36
1002017,25.0,19.36
1002018,7.5,19.36
1002019,8.5,19.36
1002020,6.0,19.36
1002021,20.0,19.36
1002022,20.0,19.36
1002023,16.5,19.36
1002024,12.5,19.36
1002025,12.0,19.36
1002026,10.5,19.36
1002027,9.0,19.36
1002028,32.5,19.36
1002029,34.5,19.36
1002030,15.5,19.36
1002031,7.0,19.36
1002032,29.0,19.36
1002033,16.0,19.36
1002034,17.0,19.36
1002035,7.5,19.36
1002038,27.5,19.36
1002039,8.5,19.36
1002040,9.5,19.36
1002041,17.0,19.36
1002042,9.5,19.36
1002043,26.0,19.36
1002044,7.0,19.36
1002045,19.5,19.36
1002046,17.0,19.36
1002047,34.0,19.36
1002048,23.5,19.36
1002049,17.0,19.36
1002050,17.5,19.36
1002051,18.0,19.36
1002052,16.0,19.36
1002053,18.0,19.36
1002054,21.0,19.36
1002055,21.0,19.36
1002056,9.0,19.36
1002057,15.5,19.36
1002058,11.0,19.36
1002059,23.0,19.36
1002060,7.0,19.36
1002061,13.5,19.36
1002062,13.0,19.36
1002063,11.0,19.36
1002064,10.0,19.36
1002065,7.0,19.36
1002066,13.0,19.36
1002067,10.5,19.36
1002068,26.0,19.36
1002069,19.0,19.36
1002070,14.0,19.36
1002071,3.5,19.36
1002073,17.0,19.36
1002074,21.5,19.36
1002075,16.0,19.36
1002076,22.0,19.36
1002077,7.0,19.36
1002078,13.0,19.36
1002079,17.0,19.36
1002081,15.0,19.36
1002082,19.0,19.36
1002083,12.5,19.36
1002084,19.0,19.36
1002085,21.0,19.36
1002086,32.0,19.36
1002087,16.0,19.36
1002088,22.0,19.36
1002089,26.5,19.36
1002090,10.0,19.36
1002091,9.5,19.36
1002092,5.5,19.36
1002093,8.0,19.36
1002094,16.0,19.36
1002095,15.0,19.36
1002096,23.0,19.36
1002097,9.0,19.36
1002098,12.0,19.36
1002099,14.0,19.36
1002100,7.0,19.36
1002101,8.0,19.36
1002102,14.0,19.36
1002103,12.0,19.36
1002104,12.0,19.36
1002105,9.5,19.36
1002106,22.0,19.36
1002107,11.0,19.36
1002109,12.0,19.36
1002110,14.0,19.36
1002111,18.0,19.36
1002112,11.0,19.36
1002113,11.0,19.36
1002114,12.0,19.36
1002115,11.0,19.36
1002116,27.0,19.36
1002117,16.0,19.36
1002118,11.5,19.36
1002119,5.0,19.36
1002120,20.5,19.36
1002121,28.5,19.36
1002122,40.0,19.36
1002123,8.0,19.36
1002124,11.5,19.36
1002125,17.0,19.36
1002126,13.5,19.36
1002127,23.0,19.36
1002128,35.0,19.36
1002129,6.5,19.36
1002130,5.5,19.36
1002131,21.0,19.36
1002132,28.5,19.36
1002133,13.0,19.36
1002134,21.0,19.36
1002135,19.0,19.36
1002136,44.0,19.36
1002137,14.0,19.36
1002138,20.0,19.36
1002139,13.5,19.36
1002140,16.0,19.36
1002141,20.0,19.36
1002142,15.0,19.36
1002143,13.0,19.36
1002145,25.0,19.36
1002146,9.5,19.36
1002148,14.5,19.36
1002149,11.5,19.36
1002150,19.0,19.36
1002151,17.0,19.36
1002153,12.5,19.36
1002154,9.0,19.36
1002155,20.0,19.36
1002156,21.0,19.36
1002157,19.0,19.36
1002158,19.0,19.36
1002159,30.0,19.36
1002160,15.0,19.36
1002161,16.0,19.36
1002162,22.5,19.36
1002163,16.0,19.36
1002164,18.0,19.36
1002165,17.0,19.36
1002166,15.0,19.36
1002168,25.0,19.36
1002169,22.0,19.36
1002170,11.5,19.36
1002171,24.0,19.36
1002172,13.5,19.36
1002173,18.0,19.36
1002174,19.5,19.36
1002175,20.0,19.36
1002176,22.5,19.36
1002177,20.5,19.36
1002179,13.5,19.36
1002180,21.0,19.36
1002181,29.0,19.36
1002182,17.5,19.36
1002183,34.0,19.36
1002184,8.0,19.36
1002185,13.0,19.36
1002186,5.5,19.36
1002187,13.5,19.36
1002188,11.0,19.36
1002189,8.5,19.36
1002190,33.0,19.36
1002191,9.0,19.36
1002192,36.0,19.36
1002193,19.0,19.36
1002194,27.0,19.36
1002195,18.0,19.36
1002196,20.5,19.36
1002197,14.0,19.36
1002198,11.0,19.36
1002199,26.5,19.36
1002200,26.5,19.36
1002201,16.0,19.36
1002202,15.0,19.36
1002203,21.5,19.36
1002204,14.0,19.36
1002205,14.0,19.36
1002206,11.0,19.36
1002207,26.0,19.36
1002208,42.0,19.36
1002209,13.0,19.36
1002210,17.0,19.36
1002211,25.0,19.36
1002212,25.0,19.36
1002213,13.0,19.36
1002214,25.0,19.36
1002215,15.5,19.36
1002216,17.0,19.36
1002217,37.5,19.36
1002218,13.0,19.36
1002219,29.5,19.36
1002220,12.0,19.36
1002221,9.0,19.36
1002222,35.0,19.36
1002223,22.0,19.36
1002224,18.5,19.36
1002225,18.0,19.36
1002226,26.0,19.36
1002227,15.5,19.36
1002228,19.5,19.36
1002229,37.0,19.36
1002230,35.0,19.36
1002231,14.0,19.36
1002232,21.0,19.36
1002233,9.0,19.36
1002234,28.5,19.36
1002235,11.0,19.36
1002236,24.0,19.36
1002237,24.0,19.36
1002238,34.0,19.36
1002239,14.0,19.36
1002240,37.0,19.36
1002241,19.0,19.36
1002242,12.0,19.36
1002243,21.0,19.36
1002244,27.0,19.36
1002245,4.5,19.36
1002246,16.0,19.36
1002247,20.0,19.36
1002249,32.0,19.36
1002250,19.5,19.36
1002251,38.0,19.36
1002252,31.0,19.36
1002253,10.5,19.36
1002254,32.5,19.36
1002255,15.0,19.36
1002256,24.0,19.36
1002257,13.5,19.36
1002258,21.0,19.36
1002259,29.0,19.36
1002260,15.5,19.36
1002261,19.0,19.36
1002262,15.0,19.36
1002263,20.0,19.36
1002264,22.5,19.36
1002265,27.0,19.36
1002266,21.0,19.36
1002267,25.0,19.36
1002268,27.5,19.36
1002269,22.0,19.36
1002270,21.5,19.36
1002271,12.5,19.36
1002272,21.5,19.36
1002273,21.0,19.36
1002275,35.0,19.36
1002276,42.5,19.36
1002277,25.0,19.36
1002278,24.5,19.36
1002279,21.0,19.36
1002280,17.0,19.36
1002281,25.0,19.36
1002282,22.0,19.36
1002283,37.0,19.36
1002284,20.5,19.36
1002285,18.0,19.36
1002286,33.0,19.36
1002287,24.5,19.36
1002288,7.5,19.36
1002289,19.0,19.36
1002290,13.5,19.36
1002291,14.0,19.36
1002292,12.0,19.36
1002293,19.5,19.36
1002296,6.5,19.36
1002297,13.5,19.36
1002298,33.0,19.36
1002299,33.5,19.36
1002300,14.5,19.36
1002301,25.0,19.36
1002302,17.0,19.36
1002303,16.0,19.36
1002305,27.0,19.36
1002306,28.0,19.36
1002307,24.0,19.36
1002308,8.0,19.36
1002309,15.0,19.36
1002310,12.5,19.36
1002311,12.5,19.36
1002312,13.5,19.36
1002313,38.0,19.36
1002314,16.0,19.36
1002315,28.0,19.36
1002316,32.0,19.36
1002317,38.0,19.36
1002318,8.0,19.36
1002319,13.5,19.36
1002320,17.0,19.36
1002321,29.0,19.36
1002322,23.5,19.36
1002323,15.0,19.36
1002325,19.0,19.36
1002326,4.5,19.36
1002327,24.0,19.36
1002328,24.0,19.36
1002329,20.0,19.36
1002330,19.5,19.36
1002331,5.5,19.36
1002332,20.0,19.36
1002333,18.5,19.36
1002334,27.0,19.36
1002335,29.0,19.36
1002337,23.5,19.36
1002338,10.0,19.36
1002339,20.5,19.36
1002340,19.5,19.36
1002341,3.0,19.36
1002342,13.0,19.36
1002343,11.0,19.36
1002344,26.0,19.36
1002345,35.0,19.36
1002346,25.0,19.36
1002347,14.0,19.36
1002349,10.0,19.36
1002350,14.0,19.36
1002351,25.5,19.36
1002352,24.5,19.36
1002353,1.5,19.36
1002354,20.0,19.36
1002355,17.5,19.36
1002356,12.5,19.36
1002357,38.0,19.36
1002358,17.0,19.36
1002359,22.5,19.36
1002360,17.0,19.36
1002361,14.0,19.36
1002362,27.0,19.36
1002363,10.5,19.36
1002364,11.0,19.36
1002365,14.5,19.36
1002366,5.0,19.36
1002367,25.0,19.36
1002368,12.5,19.36
1002369,19.0,19.36
1002370,14.5,19.36
1002371,26.5,19.36
1002372,15.0,19.36
1002373,20.0,19.36
1002374,26.0,19.36
1002375,20.0,19.36
1002376,11.0,19.36
1002377,18.0,19.36
1002378,22.0,19.36
1002379,31.0,19.36
1002380,41.0,19.36
1002381,23.0,19.36
1002383,23.5,19.36
1002384,22.0,19.36
1002385,21.0,19.36
1002386,29.0,19.36
1002387,18.0,19.36
1002388,10.5,19.36
1002389,23.0,19.36
1002390,43.0,19.36
1002391,10.0,19.36
1002392,21.0,19.36
1002393,12.0,19.36
1002394,36.0,19.36
1002395,16.0,19.36
1002396,11.0,19.36
1002397,26.0,19.36
1002398,18.0,19.36
1002399,18.0,19.36
1002400,8.0,19.36
1002401,19.0,19.36
1002403,12.5,19.36
1002404,8.5,19.36
1002405,29.0,19.36
1002406,30.0,19.36
1002407,7.5,19.36
1002408,29.0,19.36
1002409,14.0,19.36
1002410,15.5,19.36
1002411,15.5,19.36
1002412,16.0,19.36
1002413,12.5,19.36
1002414,31.5,19.36
1002415,25.0,19.36
1002416,13.0,19.36
1002417,30.5,19.36
1002418,3.5,19.36
1002419,22.5,19.36
1002420,55.0,19.36
